pcds,ASScore,BHSScore,CriScore,CYPScore,DepChi,EduScore,EmpScore,EnvScore,GBScore,HDDScore,IDCScore,IDOScore,IMDScore,IncScore,IndScore,OutScore,Pop16_59,Pop60_,TotPop,WBScore,WorkPop
BD1 1QU,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1QX,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1QY,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1QZ,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1RA,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1RB,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1RD,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1RE,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1RF,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1RH,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1RJ,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1RL,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 1RN,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1RP,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1RQ,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1RR,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1RS,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1RU,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1RX,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1RY,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 1RZ,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1SB,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 1SD,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 1SH,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1SJ,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 1SL,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1SN,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1SP,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1SQ,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1SR,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1SS,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1ST,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1SU,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1SW,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1SX,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1SY,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1SZ,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1TA,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1TB,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1TE,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1TF,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1TG,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 1TH,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1TJ,0.314,21.92,1.6,0.152,236,19.168,0.068,58.645,-0.606,1.254,0.168,0.573,31.905,0.095,1.343,1.102,3455,113,3804,2.366,3436.75
BD1 1TN,0.314,21.92,1.6,0.152,236,19.168,0.068,58.645,-0.606,1.254,0.168,0.573,31.905,0.095,1.343,1.102,3455,113,3804,2.366,3436.75
BD1 1TQ,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1TR,0.314,21.92,1.6,0.152,236,19.168,0.068,58.645,-0.606,1.254,0.168,0.573,31.905,0.095,1.343,1.102,3455,113,3804,2.366,3436.75
BD1 1TS,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1TT,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1TU,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1TW,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1TZ,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1UA,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1UB,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1UD,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1UE,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1UF,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1UG,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1UH,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1UJ,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1UL,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1UN,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1UP,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD1 1UQ,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1UR,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1US,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1UY,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1UZ,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 1WR,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 1WW,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD1 1WX,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD1 1WY,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1WZ,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1XB,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD1 1XG,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD1 1XN,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1XP,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1XQ,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD1 1XR,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1XS,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1XT,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1XU,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1XW,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD1 1XY,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1XZ,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD1 1YA,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1YE,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1YG,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1YH,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1YJ,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1YL,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1YN,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1YP,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD1 1YR,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1YS,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1YT,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1YU,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1YW,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1YX,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1YY,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD1 1YZ,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 1ZB,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD1 1ZX,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 2AA,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 2AB,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 2AD,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 2AE,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2AF,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2AG,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2AH,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2AJ,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2AL,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2AN,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2AP,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 2AQ,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 2AR,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2AS,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2AT,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2AU,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2AW,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2AX,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2AY,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2AZ,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2BA,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2BB,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2BD,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2BE,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2BN,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2BS,0.314,21.92,1.6,0.152,236,19.168,0.068,58.645,-0.606,1.254,0.168,0.573,31.905,0.095,1.343,1.102,3455,113,3804,2.366,3436.75
BD1 2BX,0.314,21.92,1.6,0.152,236,19.168,0.068,58.645,-0.606,1.254,0.168,0.573,31.905,0.095,1.343,1.102,3455,113,3804,2.366,3436.75
BD1 2BY,0.314,21.92,1.6,0.152,236,19.168,0.068,58.645,-0.606,1.254,0.168,0.573,31.905,0.095,1.343,1.102,3455,113,3804,2.366,3436.75
BD1 2DA,0.314,21.92,1.6,0.152,236,19.168,0.068,58.645,-0.606,1.254,0.168,0.573,31.905,0.095,1.343,1.102,3455,113,3804,2.366,3436.75
BD1 2DD,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2DF,0.314,21.92,1.6,0.152,236,19.168,0.068,58.645,-0.606,1.254,0.168,0.573,31.905,0.095,1.343,1.102,3455,113,3804,2.366,3436.75
BD1 2DG,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2DH,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2DJ,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2DL,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2DN,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2DR,0.314,21.92,1.6,0.152,236,19.168,0.068,58.645,-0.606,1.254,0.168,0.573,31.905,0.095,1.343,1.102,3455,113,3804,2.366,3436.75
BD1 2DT,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2DU,0.314,21.92,1.6,0.152,236,19.168,0.068,58.645,-0.606,1.254,0.168,0.573,31.905,0.095,1.343,1.102,3455,113,3804,2.366,3436.75
BD1 2DW,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2DX,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2DZ,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD1 2EB,0.522,27.066,2.219,0.733,407,51.895,0.219,59.609,-0.586,1.564,0.278,0.659,61.466,0.304,1.208,1.532,1228,169,1804,3.354,1217
BD1 2ED,0.314,21.92,1.6,0.152,236,19.168,0.068,58.645,-0.606,1.254,0.168,0.573,31.905,0.095,1.343,1.102,3455,113,3804,2.366,3436.75
BD1 2EE,0.314,21.92,1.6,0.152,236,19.168,0.068,58.645,-0.606,1.254,0.168,0.573,31.905,0.095,1.343,1.102,3455,113,3804,2.366,3436.75
BD1 2EF,0.314,21.92,1.6,0.152,236,19.168,0.068,58.645,-0.606,1.254,0.168,0.573,31.905,0.095,1.343,1.102,3455,113,3804,2.366,3436.75
BD1 2EG,0.314,21.92,1.6,0.152,236,19.168,0.068,58.645,-0.606,1.254,0.168,0.573,31.905,0.095,1.343,1.102,3455,113,3804,2.366,3436.75
BD1 2EJ,0.314,21.92,1.6,0.152,236,19.168,0.068,58.645,-0.606,1.254,0.168,0.573,31.905,0.095,1.343,1.102,3455,113,3804,2.366,3436.75
BD1 2EL,0.314,21.92,1.6,0.152,236,19.168,0.068,58.645,-0.606,1.254,0.168,0.573,31.905,0.095,1.343,1.102,3455,113,3804,2.366,3436.75
BD1 2EP,0.314,21.92,1.6,0.152,236,19.168,0.068,58.645,-0.606,1.254,0.168,0.573,31.905,0.095,1.343,1.102,3455,113,3804,2.366,3436.75
BD1 2ER,0.314,21.92,1.6,0.152,236,19.168,0.068,58.645,-0.606,1.254,0.168,0.573,31.905,0.095,1.343,1.102,3455,113,3804,2.366,3436.75
BD1 2ES,0.314,21.92,1.6,0.152,236,19.168,0.068,58.645,-0.606,1.254,0.168,0.573,31.905,0.095,1.343,1.102,3455,113,3804,2.366,3436.75
BD1 2EU,0.314,21.92,1.6,0.152,236,19.168,0.068,58.645,-0.606,1.254,0.168,0.573,31.905,0.095,1.343,1.102,3455,113,3804,2.366,3436.75
BD1 2EW,0.314,21.92,1.6,0.152,236,19.168,0.068,58.645,-0.606,1.254,0.168,0.573,31.905,0.095,1.343,1.102,3455,113,3804,2.366,3436.75
BD1 2EX,0.314,21.92,1.6,0.152,236,19.168,0.068,58.645,-0.606,1.254,0.168,0.573,31.905,0.095,1.343,1.102,3455,113,3804,2.366,3436.75
